s,c,SpecialistPreference
4009,144,3
4009,195,2
4011,41,2
4011,97,4
4011,136,3
4011,259,1
4012,40,2
4012,95,1
4013,44,2
4013,97,1
4013,220,3
4014,97,2
4014,131,1
4014,228,3
4015,128,2
4015,275,1
4016,3,1
4017,3,1
4019,84,2
4019,259,1
4020,206,1
4022,76,1
4022,144,3
4022,228,2
4023,206,1
4024,84,1
4025,136,1
4026,35,1
4026,42,2
4027,35,2
4027,47,3
4027,269,1
4028,35,2
4028,63,1
4029,143,1
4030,125,1
4030,206,2
4031,41,4
4031,42,1
4031,68,2
4031,259,3
4032,128,1
4033,52,1
4034,35,2
4034,40,1
4034,53,3
4035,8,2
4035,229,1
4036,35,3
4036,131,2
4036,263,1
4037,40,1
4038,67,3
4038,95,2
4038,135,1
4038,259,4
4039,163,1
4040,225,2
4040,263,3
4040,266,1
4043,35,1
4044,35,1
4045,35,1
4046,63,3
4046,83,1
4046,281,2
4047,41,1
4047,243,3
4047,259,2
4048,143,1
4049,35,1
4050,259,1
4051,35,1
4051,97,2
4051,281,3
4052,275,1
4053,5,2
4053,35,3
4053,263,1
4054,97,2
4054,128,1
4056,63,1
4057,52,2
4057,125,1
4058,76,1
4059,149,2
4059,159,1
4060,8,1
4060,259,2
4061,85,1
4061,259,2
4062,35,1
4062,59,2
4063,228,1
4064,92,1
4065,35,1
4066,228,1
4067,101,1
4069,245,1
4070,62,2
4070,101,1
4071,228,1
4072,35,1
4073,35,2
4073,137,1
4074,97,1
4075,52,2
4075,257,1
4076,206,1
4077,95,1
4078,59,1
4078,236,2
4079,35,1
4080,263,1
4081,245,1
4082,101,1
4083,35,1
4083,84,3
4083,263,2
4084,30,1
4086,62,1
4086,101,3
4086,144,2
4087,209,1
4088,136,1
4089,47,2
4089,110,1
4089,143,3
4090,206,1
4092,150,1
4093,35,1
4094,35,2
4094,143,1
4095,206,1
4096,39,2
4096,229,1
4097,144,1
4099,56,1
4101,143,1
4102,161,1
4102,281,2
4103,22,1
4104,243,1
4105,139,1
4106,135,1
4107,275,1
4108,137,1
4108,271,2
4109,131,1
4109,226,3
4109,263,2
4110,265,1
4112,101,1
4113,101,1
4113,113,2
4115,101,1
4116,131,2
4116,263,1
4117,128,1
4118,12,3
4118,126,2
4118,143,1
4119,95,1
4120,139,1
4120,244,2
4120,265,3
4122,97,1
4123,35,2
4123,263,1
4127,43,1
4127,191,2
4129,80,1
4129,84,2
4130,63,1
4131,229,1
4131,272,2
4132,111,3
4132,131,1
4132,263,2
4133,33,2
4133,229,1
4134,8,1
4134,40,3
4134,53,4
4134,259,2
4135,280,1
4137,35,1
4138,125,1
4138,257,2
4139,73,1
4140,40,1
4141,95,1
4142,41,1
4142,259,2
4143,199,3
4143,261,2
4143,265,1
4145,110,1
4145,112,2
4146,47,1
4146,135,2
4147,229,2
4147,278,1
4148,47,2
4148,77,3
4148,137,1
4149,5,3
4149,35,1
4149,226,4
4149,263,2
4150,76,1
4151,228,2
4151,281,1
4152,47,2
4152,276,1
4153,9,3
4153,35,1
4153,63,2
4154,69,2
4154,95,1
4154,143,3
4155,106,1
4157,41,1
4157,240,3
4157,265,2
4158,228,1
4159,280,1
4161,56,5
4161,182,1
4161,196,4
4161,243,3
4161,259,2
4162,131,1
4162,263,2
4163,163,1
4164,35,1
4165,226,1
4165,263,2
4166,35,1
4167,228,1
4168,35,3
4168,131,1
4168,263,2
4169,97,2
4169,137,1
4171,35,3
4171,128,1
4171,149,2
4174,160,1
4174,180,2
4175,160,1
4175,186,2
4175,200,3
4176,72,1
4178,47,1
4179,128,2
4179,215,1
4180,95,1
4180,135,2
4180,259,3
4181,35,1
4182,41,1
4182,265,2
4183,66,1
4183,175,2
4184,56,2
4184,123,1
4186,7,2
4186,40,1
4187,136,1
4188,164,2
4188,233,1
4190,25,2
4190,112,1
4191,9,3
4191,48,1
4191,66,2
4192,265,1
4193,200,2
4193,247,1
4194,144,1
4195,228,1
4196,75,1
4197,243,1
4198,125,1
4198,257,2
4199,35,1
4200,75,1
4201,228,1
4202,144,1
4203,131,1
4204,35,2
4204,228,1
4205,110,2
4205,276,1
4206,255,1
4209,35,1
4209,68,2
4210,47,2
4210,137,1
4210,276,3
4211,58,1
4213,265,1
4214,71,1
4214,240,3
4214,265,2
4215,64,3
4215,137,2
4215,150,4
4215,263,1
4216,93,2
4216,172,1
4217,41,1
4217,71,2
4217,208,3
4218,97,2
4218,159,1
4219,35,1
4219,42,2
4219,68,3
4221,76,1
4221,144,3
4221,228,2
4222,30,1
4223,41,1
4223,137,2
4224,35,3
4224,40,5
4224,99,2
4224,143,4
4224,151,1
4224,259,6
4225,5,2
4225,35,1
4226,40,2
4226,95,1
4227,9,1
4227,63,2
4228,128,3
4228,218,1
4228,259,2
4229,56,6
4229,93,4
4229,136,1
4229,196,5
4229,243,2
4229,259,3
4230,82,4
4230,88,2
4230,95,3
4230,137,1
4231,265,1
4232,46,1
4233,35,1
4234,84,1
4235,74,4
4235,127,2
4235,153,3
4235,213,1
4236,97,1
4237,8,1
4238,229,1
4239,8,1
4240,8,1
4241,8,1
4242,8,1
4243,8,1
4244,8,2
4244,33,4
4244,229,1
4244,272,3
4245,8,1
4246,33,1
4246,206,2
4247,8,1
4248,229,1
4249,229,1
4252,227,2
4252,256,1
4253,41,1
4253,227,2
4254,206,1
4256,8,1
4256,163,3
4256,229,2
4257,227,1
4258,9,1
4258,263,2
4259,41,1
4259,59,2
4261,265,1
4262,35,1
4262,263,2
4265,163,1
4265,206,2
4266,261,1
4267,5,1
4267,35,2
4268,160,1
4268,257,2
4269,259,1
4270,281,1
4271,139,1
4272,145,1
4272,277,2
4273,33,1
4274,139,1
4276,47,1
4277,94,2
4277,248,1
4278,35,1
4279,35,6
4279,97,4
4279,128,3
4279,149,2
4279,215,1
4279,228,5
4280,35,2
4280,269,1
4281,143,1
4282,143,1
4283,35,2
4283,99,1
4285,176,1
4285,184,2
4286,173,1
4287,259,1
4288,229,1
4289,145,1
4289,171,2
4289,213,3
4290,63,2
4290,243,1
4292,35,1
4293,229,1
4294,35,1
4295,35,1
4295,97,2
4296,228,1
4296,281,2
4297,131,1
4297,263,2
4298,35,1
4298,46,2
4298,99,3
4299,80,1
4299,226,2
4300,158,1
4301,236,2
4301,248,1
4301,263,3
4302,95,1
4304,87,1
4304,99,2
4305,39,1
4306,41,2
4306,59,1
4309,37,1
4309,275,2
4310,3,1
4310,74,3
4310,153,2
4311,92,1
4312,35,2
4312,275,1
4313,125,2
4313,167,1
4313,259,3
4314,18,3
4314,171,2
4314,204,1
4316,39,1
4317,143,1
4319,176,1
4320,64,2
4320,263,1
4322,211,1
4323,137,1
4324,163,1
4325,72,1
4328,41,1
4330,266,1
4331,41,1
4332,144,1
4333,102,1
4335,139,1
4336,9,1
4336,259,2
4337,277,1
4338,160,2
4338,257,1
4339,52,1
4340,9,1
4340,63,2
4341,92,1
4342,29,2
4342,164,1
4342,237,4
4342,263,3
4343,97,1
4344,229,1
4345,35,3
4345,97,1
4345,228,2
4346,8,2
4346,33,3
4346,231,1
4347,33,1
4348,97,1
4348,128,2
4348,218,3
4349,30,1
4349,150,3
4349,236,2
4350,183,1
4350,200,2
4352,35,2
4352,259,1
4353,29,1
4353,223,2
4354,35,1
4355,29,3
4355,48,7
4355,66,4
4355,164,6
4355,175,5
4355,216,2
4355,237,1
4356,8,3
4356,33,2
4356,231,1
4357,129,1
4357,171,2
4359,150,3
4359,236,2
4359,248,1
4360,128,1
4361,265,1
4362,55,1
4363,97,2
4363,137,1
4364,74,3
4364,127,4
4364,153,1
4364,213,2
4365,97,2
4365,137,3
4365,271,1
4367,35,2
4367,177,3
4367,278,1
4368,228,1
4370,35,1
4371,150,1
4371,236,2
4373,52,1
4374,88,1
4375,263,1
4376,9,1
4377,35,1
4377,263,2
4378,143,1
4379,143,1
4380,263,1
4381,47,3
4381,77,2
4381,110,1
4382,123,1
4382,128,2
4383,39,1
4384,144,1
4385,263,1
4386,71,1
4386,265,2
4387,35,1
4387,263,2
4388,63,1
4389,263,1
4390,33,2
4390,272,1
4393,95,2
4393,259,1
4394,35,5
4394,80,2
4394,97,1
4394,220,3
4394,228,6
4394,263,4
4396,188,2
4396,259,3
4396,276,1
4397,7,3
4397,40,2
4397,67,1
4398,163,1
4398,170,2
4398,206,3
4399,7,5
4399,8,3
4399,67,2
4399,143,4
4399,151,1
4400,143,1
4401,226,1
4402,265,1
4403,33,1
4403,229,2
4405,9,2
4405,263,1
4406,9,2
4406,63,1
4407,71,1
4408,8,2
4408,35,1
4411,236,1
4412,41,1
4412,68,3
4412,79,5
4412,112,2
4412,143,4
4412,259,6
4413,12,1
4413,99,2
4414,97,3
4414,243,1
4414,259,2
4415,265,1
4416,41,2
4416,271,1
4417,41,1
4417,240,2
4418,275,1
4419,150,1
4420,275,1
4421,76,1
4421,228,2
4422,30,1
4422,94,2
4422,236,3
4424,137,1
4425,226,1
4426,35,1
4427,275,1
4428,150,2
4428,248,1
4431,129,1
4431,204,2
4432,61,1
4434,97,1
4435,35,1
4435,112,2
4436,35,1
4437,35,1
4438,121,1
4439,135,2
4439,259,1
4440,41,1
4440,42,5
4440,68,4
4440,112,2
4440,259,3
4441,125,3
4441,176,2
4441,257,1
4442,35,6
4442,97,1
4442,149,5
4442,159,3
4442,220,2
4442,228,4
4443,5,3
4443,35,1
4443,226,2
4444,135,1
4444,259,2
4445,144,1
4446,110,2
4446,259,3
4446,276,1
4447,257,1
4449,275,1
4450,41,2
4450,112,1
4453,265,1
4454,39,2
4454,155,1
4455,128,3
4455,215,2
4455,275,1
4457,246,1
4458,75,3
4458,92,1
4458,95,2
4460,76,1
4461,168,1
4461,184,3
4461,257,2
4462,56,2
4462,97,1
4462,196,3
4463,7,1
4463,76,2
4463,259,3
4465,218,1
4465,259,2
4466,62,1
4466,65,3
4466,264,2
4467,198,2
4467,264,1
4469,164,1
4470,56,1
4470,128,2
4471,151,1
4472,143,1
4473,265,2
4473,271,1
4474,265,1
4476,265,1
4477,28,1
4477,164,2
4477,175,3
4478,125,1
4479,35,2
4479,215,1
4480,59,1
4481,35,1
4482,41,1
4483,150,4
4483,240,3
4483,263,1
4483,265,2
4485,40,1
4486,95,2
4486,259,1
4487,97,1
4487,136,3
4487,259,2
4488,137,2
4488,271,1
4489,95,1
4490,243,1
4491,58,1
4492,271,1
4493,9,2
4493,24,3
4493,35,1
4494,143,1
4495,97,2
4495,228,1
4496,28,5
4496,29,3
4496,130,6
4496,133,1
4496,164,4
4496,166,2
4497,131,1
4497,263,2
4498,80,1
4499,125,1
4500,41,2
4500,97,1
4501,87,1
4501,88,2
4502,83,2
4502,281,1
4503,35,2
4503,97,1
4504,35,2
4504,125,1
4504,167,4
4504,177,3
4505,7,1
4506,97,2
4506,220,1
4506,263,3
4507,35,1
4508,47,1
4509,80,1
4510,35,1
4511,233,1
4511,263,2
4513,97,1
4514,76,1
4515,48,1
4515,107,3
4515,127,2
4518,28,1
4520,243,1
4521,35,1
4522,62,4
4522,120,2
4522,241,1
4522,264,3
4523,58,1
4524,161,1
4525,41,3
4525,42,2
4525,79,4
4525,164,1
4525,259,5
4526,41,1
4526,137,3
4526,271,2
4527,95,2
4527,135,3
4527,137,1
4527,222,4
4528,35,3
4528,226,1
4528,263,2
4529,28,1
4529,66,2
4529,164,3
4530,40,1
4531,35,2
4531,137,1
4532,83,1
4532,228,2
4532,281,3
4533,101,1
4534,7,2
4534,40,1
4535,40,1
4536,206,1
4538,47,4
4538,95,3
4538,137,2
4538,222,1
4539,97,1
4541,137,1
4542,103,1
4543,125,1
4544,76,1
4545,137,1
4546,88,1
4546,103,2
4548,35,1
4549,128,2
4549,228,1
4550,40,3
4550,188,2
4550,276,1
4551,35,2
4551,199,3
4551,265,1
4552,269,1
4554,135,1
4555,131,1
4556,35,1
4557,35,2
4557,191,1
4558,12,1
4558,99,2
4558,143,3
4559,7,1
4559,99,2
4563,182,2
4563,238,1
4563,243,3
4565,35,3
4565,80,4
4565,97,1
4565,128,5
4565,226,2
4566,64,1
4566,263,3
4566,280,2
4567,40,3
4567,135,2
4567,259,1
4568,58,1
4569,77,1
4569,259,2
4570,97,2
4570,191,1
4571,163,1
4571,206,2
4572,155,1
4572,259,2
4573,209,1
4574,41,2
4574,97,1
4575,35,1
4576,219,1
4577,259,1
4578,51,5
4578,101,6
4578,120,2
4578,241,3
4578,253,1
4578,254,4
4579,173,1
4580,213,1
4581,34,3
4581,129,1
4581,204,2
4582,129,1
4583,87,1
4583,143,2
4584,265,1
4585,143,1
4586,97,1
4588,35,1
4588,79,3
4588,112,2
4589,204,2
4589,233,1
4589,263,3
4590,257,1
4591,275,1
4592,97,1
4592,228,2
4597,139,5
4597,141,1
4597,154,4
4597,165,2
4597,245,3
4598,228,1
4599,35,1
4600,7,1
4601,180,1
4601,200,2
4602,80,3
4602,97,1
4602,226,2
4603,229,1
4604,229,1
4605,39,2
4605,229,1
4606,8,1
4607,8,1
4608,8,1
4609,272,1
4610,229,1
4611,8,1
4612,163,1
4614,8,1
4615,33,1
4616,229,1
4616,272,2
4617,8,2
4617,229,1
4618,8,1
4618,231,2
4619,229,1
4619,272,2
4620,39,1
4621,39,2
4621,229,1
4622,39,2
4622,229,1
4624,227,1
4625,39,1
4626,206,2
4626,229,1
4627,35,2
4627,94,1
4628,206,1
4629,95,2
4629,143,1
4630,135,1
4631,40,1
4632,9,2
4632,63,1
4633,33,1
4633,35,3
4633,229,4
4633,272,2
4634,39,1
4635,8,2
4635,95,1
4637,8,1
4638,236,1
4639,35,1
4640,23,3
4640,114,1
4640,233,4
4640,277,2
4641,35,1
4642,259,1
4645,35,2
4645,271,1
4646,132,3
4646,141,5
4646,154,6
4646,165,1
4646,179,2
4646,201,7
4646,244,9
4646,245,4
4646,251,8
4647,18,1
4648,8,1
4649,141,3
4649,154,1
4649,201,4
4649,230,5
4649,245,2
4650,35,2
4650,97,1
4650,228,3
4652,78,4
4652,141,2
4652,165,7
4652,172,6
4652,230,5
4652,244,1
4652,245,3
4653,97,2
4653,275,1
4654,41,1
4654,42,2
4656,7,4
4656,8,1
4656,76,5
4656,95,2
4656,259,3
4657,55,1
4657,72,2
4658,35,2
4658,97,1
4659,136,1
4659,243,2
4660,33,2
4660,163,3
4660,259,1
4661,35,1
4662,171,1
4663,179,2
4663,201,1
4664,163,1
4666,150,2
4666,236,1
4667,180,1
4667,183,2
4667,200,3
4668,42,2
4668,197,1
4669,3,1
4669,145,4
4669,153,3
4669,213,2
4670,61,1
4670,99,2
4671,206,1
4672,33,1
4674,265,1
4675,226,2
4675,263,1
4676,84,1
4676,97,2
4676,263,3
4677,7,2
4677,135,1
4679,71,1
4680,63,1
4681,127,2
4681,169,3
4681,191,1
4681,213,4
4682,22,2
4682,62,1
4684,180,1
4684,183,2
4686,163,1
4689,97,1
4690,35,4
4690,97,1
4690,228,2
4690,281,3
4691,162,1
4692,21,5
4692,66,4
4692,107,1
4692,114,2
4692,175,3
4693,192,1
4693,280,2
4694,206,1
4696,35,1
4697,199,4
4697,226,2
4697,255,3
4697,266,1
4698,225,1
4700,72,1
4700,152,2
4701,72,1
4703,28,1
4703,216,2
4703,227,3
4706,125,2
4706,184,3
4706,257,1
4707,26,2
4707,139,4
4707,148,7
4707,154,5
4707,202,8
4707,244,1
4707,251,3
4707,255,6
4708,150,1
4709,22,4
4709,62,1
4709,113,2
4709,264,3
4710,74,4
4710,127,2
4710,145,1
4710,213,3
4711,144,1
4712,244,1
4713,243,2
4713,259,1
4714,8,1
4715,97,1
4715,271,2
4716,170,3
4716,209,2
4716,228,1
4717,35,1
4718,137,2
4718,271,1
4719,76,1
4720,263,1
4721,5,2
4721,263,1
4723,35,2
4723,226,1
4724,42,2
4724,68,1
4724,102,3
4725,111,1
4725,226,2
4725,263,3
4726,128,2
4726,218,3
4726,275,1
4727,212,1
4727,228,2
4728,47,1
4729,263,1
4730,281,1
4731,76,1
4732,7,2
4732,259,1
4734,40,2
4734,95,1
4735,35,1
4735,137,2
4737,275,1
4738,97,1
4739,52,1
4740,41,1
4740,93,2
4741,37,2
4741,275,1
4742,76,1
4743,69,3
4743,95,2
4743,269,1
4745,8,3
4745,206,2
4745,229,1
4746,131,1
4747,12,1
4747,143,2
4748,12,1
4748,99,2
4748,143,3
4749,265,1
4750,9,2
4750,35,1
4751,236,1
4753,257,1
4754,35,1
4754,128,2
4755,39,1
4756,35,1
4756,87,3
4756,103,2
4757,281,1
4758,94,1
4758,155,2
4759,41,1
4759,71,4
4759,240,3
4759,263,2
4761,44,2
4761,83,1
4761,228,3
4762,137,4
4762,143,3
4762,188,2
4762,197,1
4763,33,1
4764,263,1
4765,143,1
4766,35,2
4766,70,3
4766,137,1
4768,184,2
4768,257,1
4769,9,2
4769,35,1
4769,63,3
4770,228,1
4771,150,1
4771,192,2
4771,236,3
4771,248,4
4772,41,2
4772,150,1
4772,199,3
4775,41,1
4775,71,2
4776,35,1
4778,39,1
4780,111,3
4780,131,1
4780,263,2
4782,281,1
4783,5,2
4783,35,3
4783,263,1
4785,150,1
4786,40,3
4786,99,4
4786,143,2
4786,151,1
4787,169,1
4788,9,2
4788,35,3
4788,63,1
4789,151,1
4790,33,1
4791,265,1
4792,144,1
4793,33,1
4794,5,1
4794,158,3
4794,263,2
4795,35,1
4796,9,1
4796,24,2
4796,35,4
4796,63,3
4796,263,5
4797,35,3
4797,137,2
4797,276,1
4798,265,1
4801,33,1
4802,44,1
4802,80,3
4802,97,4
4802,220,2
4803,35,1
4803,47,2
4803,70,4
4803,110,3
4804,265,1
4805,8,2
4805,35,1
4806,41,1
4807,97,1
4807,275,2
4808,35,1
4810,35,1
4812,63,2
4812,84,3
4812,97,1
4812,218,4
4813,125,1
4813,257,2
4814,63,1
4815,26,3
4815,35,1
4815,47,2
4817,101,1
4818,35,1
4820,76,1
4821,35,4
4821,97,2
4821,149,3
4821,215,1
4822,178,1
4823,125,1
4824,143,1
4825,12,2
4825,143,1
4826,35,2
4826,95,1
4827,7,3
4827,41,2
4827,68,1
4828,18,2
4828,27,1
4829,99,5
4829,100,3
4829,125,4
4829,143,2
4829,151,1
4831,202,2
4831,212,1
4832,40,1
4833,35,3
4833,137,1
4833,227,2
4834,225,1
4835,35,1
4835,97,2
4839,123,1
4840,143,1
4841,97,1
4841,281,2
4842,35,1
4842,69,2
4842,269,3
4843,35,1
4845,106,1
4846,18,3
4846,56,2
4846,123,1
4846,218,4
4847,35,1
4849,228,1
4850,35,1
4851,39,1
4851,229,2
4853,39,1
4854,206,2
4854,229,1
4855,33,2
4855,259,1
4856,35,1
4859,141,2
4859,148,3
4859,154,1
4859,245,4
4861,18,1
4861,275,2
4862,228,1
4863,18,1
4865,171,1
4865,270,2
4867,121,1
4868,194,1
4869,275,1
4870,18,18
4870,24,11
4870,30,4
4870,63,6
4870,64,2
4870,66,15
4870,150,8
4870,153,13
4870,164,14
4870,170,7
4870,171,19
4870,195,10
4870,204,16
4870,218,9
4870,240,12
4870,263,1
4870,271,3
4870,280,17
4870,281,5
4871,61,1
4871,277,2
4872,35,1
4873,35,1
4875,102,1
4876,131,1
4877,243,1
4878,101,1
4879,30,1
4880,131,2
4880,228,1
4881,35,1
4882,7,1
4883,265,1
4884,61,1
4885,41,2
4885,42,1
4885,259,3
4886,41,2
4886,42,4
4886,68,1
4886,143,5
4886,259,3
4887,40,1
4888,83,1
4889,18,1
4889,128,3
4889,218,2
4890,144,1
4891,18,1
4892,189,1
4892,210,2
4893,200,2
4893,247,1
4894,163,1
4895,97,1
4895,128,2
4896,35,3
4896,131,4
4896,158,1
4896,263,2
4897,33,1
4898,206,1
4899,184,1
4900,143,1
4902,76,1
4903,143,1
4904,35,3
4904,131,1
4904,263,2
4905,7,1
4906,143,1
4907,41,1
4907,102,3
4907,112,2
4908,41,2
4908,97,1
4909,33,2
4909,229,1
4911,47,2
4911,137,1
4912,135,1
4913,8,1
4913,35,2
4913,99,3
4914,88,1
4915,18,2
4915,27,1
4916,206,1
4917,47,1
4918,62,2
4918,101,1
4918,120,3
4918,144,5
4918,241,4
4919,120,1
4919,241,2
4920,272,1
4921,8,1
4922,162,1
4923,62,3
4923,101,2
4923,113,1
4924,18,3
4924,75,4
4924,129,1
4924,211,2
4925,97,3
4925,228,2
4925,263,1
4926,236,1
4927,63,1
4927,263,2
4928,34,3
4928,171,2
4928,204,1
4928,263,4
4930,61,1
4930,135,2
4931,35,1
4932,46,2
4932,47,1
4933,35,1
4934,95,1
4935,212,1
4936,58,1
4937,41,1
4938,144,1
4940,35,1
4941,97,1
4941,128,3
4941,218,2
4942,99,1
4942,125,2
4942,151,3
4943,51,2
4943,101,5
4943,120,1
4943,241,3
4943,254,4
4945,46,1
4946,83,2
4946,131,1
4947,29,2
4947,216,1
4948,5,1
4948,35,3
4948,263,2
4949,41,1
4949,243,2
4951,137,1
4952,26,1
4952,110,2
4952,112,4
4952,214,3
4953,80,1
4954,87,1
4954,88,2
4955,35,1
4956,125,3
4956,160,1
4956,257,2
4957,99,1
4958,99,1
4959,29,2
4959,216,1
4960,206,1
4961,35,1
4963,41,2
4963,137,1
4964,44,2
4964,97,1
4966,200,2
4966,247,1
4968,39,1
4970,229,1
4972,183,2
4972,247,3
4972,270,1
4973,218,2
4973,240,1
4973,263,3
4974,94,1
4975,42,1
4975,102,2
4976,259,1
4977,211,1
4979,25,2
4979,41,1
4980,22,1
4980,62,4
4980,101,5
4980,113,2
4980,263,3
4981,66,1
4981,127,7
4981,129,8
4981,169,3
4981,171,2
4981,195,6
4981,216,5
4981,237,4
4982,35,1
4982,97,2
4983,9,1
4983,63,2
4984,63,1
4985,211,1
4986,52,2
4986,184,1
4987,135,1
4987,259,2
4988,128,1
4989,33,2
4989,72,1
4990,61,2
4990,135,1
4992,35,4
4992,97,3
4992,220,1
4992,228,5
4992,281,2
4993,97,3
4993,137,2
4993,271,1
4995,257,1
4997,26,3
4997,199,4
4997,255,1
4997,266,2
4998,97,2
4998,228,1
4999,5,14
4999,9,2
4999,29,19
4999,48,21
4999,61,20
4999,63,3
4999,64,8
4999,66,12
4999,129,5
4999,133,13
4999,137,16
4999,144,7
4999,150,9
4999,153,22
4999,164,11
4999,170,4
4999,195,15
4999,218,18
4999,240,17
4999,263,1
4999,271,10
4999,281,6
5000,8,1
5001,229,1
5002,39,2
5002,229,1
5003,229,1
5005,8,1
5007,33,1
5008,8,2
5008,229,1
5009,33,1
5010,229,1
5011,229,1
5012,39,1
5012,191,2
5012,229,3
5013,33,2
5013,206,1
5013,231,3
5014,63,1
5015,35,1
5016,9,1
5017,39,1
5018,39,1
5021,8,1
5021,231,2
5023,9,1
5023,63,2
5025,206,1
5026,33,1
5026,231,2
5028,206,1
5029,229,1
5030,226,1
5030,263,2
5032,80,1
5033,30,4
5033,150,1
5033,192,3
5033,248,2
5034,35,1
5034,97,2
5035,83,1
5035,281,2
5036,25,3
5036,41,1
5036,112,2
5036,143,5
5036,259,4
5038,39,1
5039,163,1
5041,33,15
5041,61,7
5041,66,1
5041,74,11
5041,129,6
5041,133,5
5041,150,10
5041,169,4
5041,170,14
5041,171,3
5041,191,9
5041,203,8
5041,211,2
5041,216,12
5041,233,13
5042,9,2
5042,204,1
5042,218,3
5043,134,2
5043,171,1
5044,125,2
5044,168,1
5044,170,4
5044,176,3
5045,62,1
5046,51,1
5046,120,4
5046,241,3
5046,253,2
5047,129,2
5047,204,1
5047,218,3
5047,263,4
5048,39,2
5048,229,1
5049,265,2
5049,271,1
5051,41,3
5051,99,1
5051,143,2
5052,40,1
5053,35,1
5054,42,2
5054,102,1
5055,265,1
5056,30,1
5056,236,2
5057,74,1
5058,255,1
5059,183,1
5061,97,1
5062,44,2
5062,97,1
5062,228,3
5063,144,1
5064,39,1
5066,206,1
5067,47,2
5067,137,1
5068,35,1
5069,69,1
5069,95,2
5070,35,2
5070,208,1
5071,97,2
5071,281,1
5073,97,2
5073,128,1
5074,33,1
5075,245,1
5076,52,1
5077,35,2
5077,240,1
5078,35,1
5078,95,2
5079,129,2
5079,171,1
5079,204,3
5080,192,1
5080,236,2
5080,248,3
5081,44,1
5081,97,2
5082,37,3
5082,123,1
5082,128,4
5082,275,2
5083,125,2
5083,257,1
5084,35,4
5084,97,1
5084,228,2
5084,263,3
5085,228,1
5086,44,1
5086,97,2
5087,136,1
5088,35,1
5089,228,1
5090,62,1
5090,101,2
5091,72,3
5091,152,1
5091,250,2
5092,72,1
5093,277,1
5094,41,1
5095,206,1
5096,35,1
5096,97,2
5098,236,1
5098,280,2
5099,9,2
5099,35,1
5099,63,3
5100,94,2
5100,150,1
5101,35,5
5101,80,4
5101,97,1
5101,228,3
5101,263,2
5102,99,1
5102,151,3
5102,278,2
5103,76,2
5103,135,1
5104,208,2
5104,263,1
5105,41,3
5105,102,1
5105,259,2
5106,226,1
5106,263,2
5107,97,2
5107,228,1
5110,64,1
5110,236,2
5111,97,1
5112,18,2
5112,97,1
5112,128,3
5113,75,1
5113,95,2
5115,29,3
5115,216,1
5115,223,4
5115,237,2
5116,35,2
5116,255,3
5116,265,1
5118,36,1
5118,123,2
5119,63,2
5119,263,1
5120,73,2
5120,228,1
5121,41,1
5121,73,2
5122,30,1
5122,236,2
5125,35,3
5125,226,2
5125,263,1
5126,97,2
5126,220,3
5126,228,1
5126,263,4
5127,97,2
5127,218,3
5127,275,1
5128,265,1
5129,143,1
5130,240,1
5131,144,1
5132,41,1
5133,35,1
5134,76,1
5135,35,1
5137,97,2
5137,128,1
5138,150,1
5139,236,1
5140,56,1
5141,226,2
5141,263,1
5142,35,1
5144,5,2
5144,226,1
5145,97,1
5146,35,1
5147,41,1
5147,102,2
5149,276,1
5150,71,1
5153,271,1
5154,71,2
5154,263,1
5155,9,2
5155,277,1
5156,29,1
5156,107,3
5156,216,2
5157,3,1
5157,213,2
5158,22,2
5158,113,1
5159,97,2
5159,228,1
5160,206,1
5161,29,2
5161,92,1
5162,9,2
5162,63,1
5163,59,1
5164,5,1
5164,263,2
5165,137,2
5165,263,1
5166,33,2
5166,231,1
5167,128,2
5167,275,1
5168,125,1
5168,170,2
5169,52,1
5169,184,3
5169,258,2
5170,35,1
5171,148,1
5172,35,1
5172,41,3
5172,42,2
5173,226,1
5175,41,1
5175,240,2
5176,259,2
5176,278,1
5177,9,2
5177,63,3
5177,263,1
5178,18,2
5178,275,1
5179,99,2
5179,177,1
5180,30,2
5180,236,1
5181,281,1
5183,29,2
5183,216,1
5183,237,3
5185,186,1
5189,35,2
5189,208,1
5190,33,1
5191,25,2
5191,42,3
5191,164,1
5191,259,4
5193,275,1
5194,8,1
5195,35,1
5196,35,1
5196,46,3
5196,95,2
5197,35,1
5198,97,1
5198,128,2
5199,240,2
5199,263,1
5199,265,3
5200,35,1
5200,42,2
5201,55,2
5201,72,1
5201,186,3
5205,41,1
5205,243,3
5205,259,2
5206,56,1
5206,259,2
5207,5,2
5207,226,1
5207,263,3
5208,259,1
5209,263,1
5210,56,1
5210,218,2
5211,79,1
5211,137,2
5211,271,3
5212,35,2
5212,97,1
5213,97,3
5213,136,1
5213,259,2
5214,265,1
5215,35,1
5217,263,1
5218,160,2
5218,257,1
5219,52,1
5220,150,1
5220,236,2
5221,257,1
5222,35,3
5222,218,2
5222,240,1
5222,263,4
5223,143,1
5224,52,1
5224,160,2
5225,143,1
5225,278,2
5226,35,1
5227,158,1
5227,259,2
5228,62,1
5228,101,2
5229,35,1
5230,41,1
5231,97,1
5232,160,1
5232,257,2
5233,95,1
5235,32,1
5235,257,2
5236,245,1
5238,263,1
5239,228,1
5240,103,2
5240,204,1
5240,263,3
5241,97,2
5241,149,1
5242,281,1
5243,150,1
5244,97,2
5244,215,1
5245,35,1
5246,9,2
5246,35,1
5247,143,1
5247,278,2
